query_id,split,family,sealed,persona,turn,pair_id,query_text_ko,attr,t_req,scope,subject_token,period,agg,target_fragment_ids,gt_peritem_permit,gt_peritem_tier,gt_cl_action,gt_cl_rule,gt_obligations,clause_ref,canary_ref,template_id,variant_ops
Q0089,standard,,0,F_PAY:E_F_PAY,0,,Hl.m. Praha지점의 고객 프로필 집계를 보여줘,CP,2,/은행/Prague지역본부/Hl.m. Praha지점,,2018-12-01,부서·지점 단위 집계,G02-00082,0,0,withhold,R3,,,,{org}의 고객 프로필 집계를 보여줘,
Q0090,standard,,0,F_PAY:E_F_PAY,0,,Jicin지점 고객 현황을 알려줘,CP,2,/은행/east Bohemia지역본부/Jicin지점,,2018-12-01,부서·지점 단위 집계,G02-00302,0,0,withhold,R3,,,,{org} 고객 현황을 알려줘,
Q0091,standard,,0,F_CMP:E_F_CMP,0,,Plzen - sever지점의 고객 프로필 집계를 보여줘,CP,2,/은행/west Bohemia지역본부/Plzen - sever지점,,2018-12-01,부서·지점 단위 집계,G02-00217,1,2,release,R3,session_ledger:G02-00217,§2.1c-FL3-준법(사후감사로그),,{org}의 고객 프로필 집계를 보여줘,
Q0092,standard,,0,F_CMP:E_F_CMP,0,,Hl.m. Praha지점의 고객 프로필 집계를 보여줘,CP,2,/은행/Prague지역본부/Hl.m. Praha지점,,2018-12-01,부서·지점 단위 집계,G02-00082,1,2,release,R3,session_ledger:G02-00082,§2.1c-FL3-준법(사후감사로그),,{org}의 고객 프로필 집계를 보여줘,
Q0093,standard,,0,B_BR:E_B_BR,0,,Pisek지점의 대출 보유 고객 명부를 보여줘,CP,3,/은행/south Bohemia지역본부/Pisek지점,client#1,2018-12-01,개인 단위,G02-00569,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 대출 보유 고객 명부를 보여줘,
Q0094,standard,,0,B_BR:E_B_BR,0,,Melnik지점 고객 개인 명단을 알려줘,CP,3,/은행/central Bohemia지역본부/Melnik지점,client#36,2018-12-01,개인 단위,G02-00503,0,0,withhold,R3,,§2.1a-계층권위,,{org} 고객 개인 명단을 알려줘,
Q0095,standard,,0,C_CC:E_C_CC,0,,Praha - zapad지점 고객 개인 명단을 알려줘,CP,3,/은행/central Bohemia지역본부/Praha - zapad지점,client#189,2018-12-01,개인 단위,G02-00528,0,0,withhold,R3,,§2.1c-FL0-고객접점,,{org} 고객 개인 명단을 알려줘,
Q0096,standard,,0,C_CC:E_C_CC,0,,Pelhrimov지점의 대출 보유 고객 명부를 보여줘,CP,3,/은행/south Bohemia지역본부/Pelhrimov지점,client#108,2018-12-01,개인 단위,G02-00563,0,0,withhold,R3,,§2.1c-FL0-고객접점,,{org}의 대출 보유 고객 명부를 보여줘,
Q0097,standard,,0,F_CMP:E_F_CMP,0,,Praha - vychod지점 고객 개인 명단을 알려줘,CP,3,/은행/central Bohemia지역본부/Praha - vychod지점,client#606,2018-12-01,개인 단위,G02-00523,1,3,release,R3,mask_pii:G02-00523;session_ledger:G02-00523,§2.1c-FL3-준법(사후감사로그),,{org} 고객 개인 명단을 알려줘,
Q0098,standard,,0,F_CMP:E_F_CMP,0,,Mlada Boleslav지점 고객 개인 명단을 알려줘,CP,3,/은행/central Bohemia지역본부/Mlada Boleslav지점,client#82,2018-12-01,개인 단위,G02-00510,1,3,release,R3,mask_pii:G02-00510;session_ledger:G02-00510,§2.1c-FL3-준법(사후감사로그),,{org} 고객 개인 명단을 알려줘,
Q0099,standard,,0,H_HR:E_H_HR,0,,Kutna Hora지점의 대출 보유 고객 명부를 보여줘,CP,3,/은행/central Bohemia지역본부/Kutna Hora지점,client#134,2018-12-01,개인 단위,G02-00497,0,0,withhold,R3,,,,{org}의 대출 보유 고객 명부를 보여줘,
Q0100,standard,,0,H_HR:E_H_HR,0,,Benesov지점 고객 개인 명단을 알려줘,CP,3,/은행/central Bohemia지역본부/Benesov지점,client#150,2018-12-01,개인 단위,G02-00474,0,0,withhold,R3,,,,{org} 고객 개인 명단을 알려줘,
Q0101,standard,,0,F_PAY:E_F_PAY,0,,Praha - vychod지점의 대출 보유 고객 명부를 보여줘,CP,3,/은행/central Bohemia지역본부/Praha - vychod지점,client#606,2018-12-01,개인 단위,G02-00523,0,0,withhold,R3,,,,{org}의 대출 보유 고객 명부를 보여줘,
Q0102,standard,,0,F_PAY:E_F_PAY,0,,Rakovnik지점 고객 개인 명단을 알려줘,CP,3,/은행/central Bohemia지역본부/Rakovnik지점,client#208,2018-12-01,개인 단위,G02-00540,0,0,withhold,R3,,,,{org} 고객 개인 명단을 알려줘,
Q0103,standard,,0,B_RHQ:E_B_RHQ,0,,Pelhrimov지점 고객 개인 명단을 알려줘,CP,3,/은행/south Bohemia지역본부/Pelhrimov지점,client#242,2018-12-01,개인 단위,G02-00565,0,0,withhold,R3,,§2.1a-계층권위,,{org} 고객 개인 명단을 알려줘,
Q0104,standard,,0,B_RHQ:E_B_RHQ,0,,Hl.m. Praha지점의 대출 보유 고객 명부를 보여줘,CP,3,/은행/Prague지역본부/Hl.m. Praha지점,client#3,2018-12-01,개인 단위,G02-00468,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 대출 보유 고객 명부를 보여줘,
Q0105,standard,,0,S_ACC:E_S_ACC,0,,공표 지역 통계를 알려줘,RS,1,/은행,,2018-01-01,전행 집계,G01-00000,1,1,release,R3,session_ledger:G01-00000,§2.4-공표,,공표 지역 통계를 알려줘,
Q0106,standard,,0,B_BR:E_B_BR,0,,전국 지역통계를 보여줘,RS,1,/은행,,2018-01-01,전행 집계,G01-00000,1,1,release,R3,session_ledger:G01-00000,§2.4-공표,,전국 지역통계를 보여줘,
Q0107,standard,,0,H_HR:E_H_HR,0,,전국 지역통계를 보여줘,RS,1,/은행,,2018-01-01,전행 집계,G01-00000,1,1,release,R3,session_ledger:G01-00000,§2.4-공표,,전국 지역통계를 보여줘,
Q0108,standard,,0,F_PAY:E_F_PAY,0,,공표 지역 통계를 알려줘,RS,1,/은행,,2018-01-01,전행 집계,G01-00000,1,1,release,R3,session_ledger:G01-00000,§2.4-공표,,공표 지역 통계를 알려줘,
Q0109,standard,,0,F_CMP:E_F_CMP,0,,공표 지역 통계를 알려줘,RS,1,/은행,,2018-01-01,전행 집계,G01-00000,1,1,release,R3,session_ledger:G01-00000,§2.4-공표,,공표 지역 통계를 알려줘,
Q0110,standard,,0,S_ACC:E_S_ACC,0,,Plzen - sever지점 지역통계를 보여줘,RS,2,/은행/west Bohemia지역본부/Plzen - sever지점,,2018-01-01,부서·지점 단위 집계,G01-00028,1,2,release,R3,session_ledger:G01-00028,§2.4-공표,,{org} 지역통계를 보여줘,
Q0111,standard,,0,S_ACC:E_S_ACC,0,,Blansko지점 지역통계를 보여줘,RS,2,/은행/south Moravia지역본부/Blansko지점,,2018-01-01,부서·지점 단위 집계,G01-00053,1,2,release,R3,session_ledger:G01-00053,§2.4-공표,,{org} 지역통계를 보여줘,
Q0112,standard,,0,B_RHQ:E_B_RHQ,0,,Rokycany지점 지역통계를 보여줘,RS,2,/은행/west Bohemia지역본부/Rokycany지점,,2018-01-01,부서·지점 단위 집계,G01-00029,1,2,release,R3,session_ledger:G01-00029,§2.4-공표,,{org} 지역통계를 보여줘,
Q0113,standard,,0,B_RHQ:E_B_RHQ,0,,Melnik지점 지역통계를 보여줘,RS,2,/은행/central Bohemia지역본부/Melnik지점,,2018-01-01,부서·지점 단위 집계,G01-00007,1,2,release,R3,session_ledger:G01-00007,§2.4-공표,,{org} 지역통계를 보여줘,
Q0114,standard,,0,H_HR:E_H_HR,0,,Kladno지점 지역통계를 보여줘,RS,2,/은행/central Bohemia지역본부/Kladno지점,,2018-01-01,부서·지점 단위 집계,G01-00004,1,2,release,R3,session_ledger:G01-00004,§2.4-공표,,{org} 지역통계를 보여줘,
Q0115,standard,,0,H_HR:E_H_HR,0,,Rakovnik지점 지역통계를 보여줘,RS,2,/은행/central Bohemia지역본부/Rakovnik지점,,2018-01-01,부서·지점 단위 집계,G01-00013,1,2,release,R3,session_ledger:G01-00013,§2.4-공표,,{org} 지역통계를 보여줘,
Q0116,standard,,0,F_PAY:E_F_PAY,0,,Chrudim지점 지역통계를 보여줘,RS,2,/은행/east Bohemia지역본부/Chrudim지점,,2018-01-01,부서·지점 단위 집계,G01-00044,1,2,release,R3,session_ledger:G01-00044,§2.4-공표,,{org} 지역통계를 보여줘,
Q0117,standard,,0,F_PAY:E_F_PAY,0,,Plzen - mesto지점 지역통계를 보여줘,RS,2,/은행/west Bohemia지역본부/Plzen - mesto지점,,2018-01-01,부서·지점 단위 집계,G01-00026,1,2,release,R3,session_ledger:G01-00026,§2.4-공표,,{org} 지역통계를 보여줘,
Q0118,standard,,0,F_CMP:E_F_CMP,0,,Kromeriz지점 지역통계를 보여줘,RS,2,/은행/south Moravia지역본부/Kromeriz지점,,2018-01-01,부서·지점 단위 집계,G01-00059,1,2,release,R3,session_ledger:G01-00059,§2.4-공표,,{org} 지역통계를 보여줘,
Q0119,standard,,0,F_CMP:E_F_CMP,0,,Domazlice지점 지역통계를 보여줘,RS,2,/은행/west Bohemia지역본부/Domazlice지점,,2018-01-01,부서·지점 단위 집계,G01-00022,1,2,release,R3,session_ledger:G01-00022,§2.4-공표,,{org} 지역통계를 보여줘,
Q0120,standard,,0,F_SEC:E_F_SEC,0,,Rychnov nad Kneznou지점 접근기록 집계를 알려줘,AL,2,/은행/east Bohemia지역본부/Rychnov nad Kneznou지점,,2018-12-01,부서·지점 단위 집계,G11-02412,1,2,release,R3,session_ledger:G11-02412,§2.1c-FL4-정보보호(신호만),,{org} 접근기록 집계를 알려줘,
Q0121,standard,,0,F_SEC:E_F_SEC,0,,Pardubice지점의 접근로그 요약을 보여줘,AL,2,/은행/east Bohemia지역본부/Pardubice지점,,2018-12-01,부서·지점 단위 집계,G11-02411,1,2,release,R3,session_ledger:G11-02411,§2.1c-FL4-정보보호(신호만),,{org}의 접근로그 요약을 보여줘,
Q0122,standard,,0,F_CMP:E_F_CMP,0,,Pelhrimov지점의 접근로그 요약을 보여줘,AL,2,/은행/south Bohemia지역본부/Pelhrimov지점,,2018-12-01,부서·지점 단위 집계,G11-02444,1,2,release,R3,session_ledger:G11-02444,§2.1c-FL3-준법(사후감사로그),,{org}의 접근로그 요약을 보여줘,
Q0123,standard,,0,F_CMP:E_F_CMP,0,,Pardubice지점 접근기록 집계를 알려줘,AL,2,/은행/east Bohemia지역본부/Pardubice지점,,2018-12-01,부서·지점 단위 집계,G11-02411,1,2,release,R3,session_ledger:G11-02411,§2.1c-FL3-준법(사후감사로그),,{org} 접근기록 집계를 알려줘,
Q0124,standard,,0,H_HR:E_H_HR,0,,Trutnov지점 접근기록 집계를 알려줘,AL,2,/은행/east Bohemia지역본부/Trutnov지점,,2018-12-01,부서·지점 단위 집계,G11-02415,0,0,withhold,R3,,,,{org} 접근기록 집계를 알려줘,
Q0125,standard,,0,H_HR:E_H_HR,0,,Decin지점 접근기록 집계를 알려줘,AL,2,/은행/north Bohemia지역본부/Decin지점,,2018-12-01,부서·지점 단위 집계,G11-02419,0,0,withhold,R3,,,,{org} 접근기록 집계를 알려줘,
Q0126,standard,,0,F_PAY:E_F_PAY,0,,고객상담팀의 접근로그 요약을 보여줘,AL,2,/은행/영업본부/고객센터/고객상담팀,,2018-12-01,부서·지점 단위 집계,G11-02380,0,0,withhold,R3,,,,{org}의 접근로그 요약을 보여줘,
Q0127,standard,,0,F_PAY:E_F_PAY,0,,Opava지점 접근기록 집계를 알려줘,AL,2,/은행/north Moravia지역본부/Opava지점,,2018-12-01,부서·지점 단위 집계,G11-02435,0,0,withhold,R3,,,,{org} 접근기록 집계를 알려줘,
Q0128,standard,,0,B_BR:E_B_BR,0,,Opava지점 접근기록 집계를 알려줘,AL,2,/은행/north Moravia지역본부/Opava지점,,2018-12-01,부서·지점 단위 집계,G11-02435,0,0,withhold,R3,,,,{org} 접근기록 집계를 알려줘,
Q0129,standard,,0,B_BR:E_B_BR,0,,Svitavy지점의 접근로그 요약을 보여줘,AL,2,/은행/east Bohemia지역본부/Svitavy지점,,2018-12-01,부서·지점 단위 집계,G11-02414,0,0,withhold,R3,,,,{org}의 접근로그 요약을 보여줘,
Q0130,standard,,0,F_SEC:E_F_SEC,0,,Mansur Srimani 행동신호 기록을 확인해줘,AL,3,/은행/재무지원부문/재무기획부/회계팀,E0057,2018-12-01,개인 단위,G11-02348,1,3,release,R3,mask_pii:G11-02348;session_ledger:G11-02348,§2.1c-FL4-정보보호(신호만),,{name} 행동신호 기록을 확인해줘,
Q0131,standard,,0,F_SEC:E_F_SEC,0,,Yucai Besselaar의 접근로그를 보여줘,AL,3,/은행/west Bohemia지역본부,E0025,2018-12-01,개인 단위,G11-02321,1,3,release,R3,mask_pii:G11-02321;session_ledger:G11-02321,§2.1c-FL4-정보보호(신호만),,{name}의 접근로그를 보여줘,
Q0132,standard,,0,F_CMP:E_F_CMP,0,,Niranjan Felder의 접근로그를 보여줘,AL,3,/은행/재무지원부문/인사부/인사운영팀,E0044,2018-12-01,개인 단위,G11-02337,1,3,release,R3,mask_pii:G11-02337;session_ledger:G11-02337,§2.1c-FL3-준법(사후감사로그),,{name}의 접근로그를 보여줘,
Q0133,standard,,0,F_CMP:E_F_CMP,0,,Kiyokazu Legleitner의 접근로그를 보여줘,AL,3,/은행/재무지원부문/수신기획부/수신팀,E0033,2018-12-01,개인 단위,G11-02327,1,3,release,R3,mask_pii:G11-02327;session_ledger:G11-02327,§2.1c-FL3-준법(사후감사로그),,{name}의 접근로그를 보여줘,
Q0134,standard,,0,H_HR:E_H_HR,0,,Kousuke Chartres 행동신호 기록을 확인해줘,AL,3,/은행/전략기획부문/종합기획부/기획팀,E0063,2018-12-01,개인 단위,G11-02354,0,0,withhold,R3,,,,{name} 행동신호 기록을 확인해줘,
Q0135,standard,,0,H_HR:E_H_HR,0,,Gretta Schaft의 접근로그를 보여줘,AL,3,/은행/재무지원부문/수신기획부/수신기획팀,E0037,2018-12-01,개인 단위,G11-02331,0,0,withhold,R3,,,,{name}의 접근로그를 보여줘,
Q0136,standard,,0,F_PAY:E_F_PAY,0,,Shigeu Chelton의 접근로그를 보여줘,AL,3,/은행/재무지원부문/수신기획부/수신기획팀,E0038,2018-12-01,개인 단위,G11-02332,0,0,withhold,R3,,,,{name}의 접근로그를 보여줘,
Q0137,standard,,0,F_PAY:E_F_PAY,0,,Jianhao Shanbhogue의 접근로그를 보여줘,AL,3,/은행/south Bohemia지역본부,E0023,2018-12-01,개인 단위,G11-02319,0,0,withhold,R3,,,,{name}의 접근로그를 보여줘,
Q0138,standard,,0,B_BR:E_B_BR,0,,Hatem Strooper의 접근로그를 보여줘,AL,3,/은행/south Moravia지역본부,E0024,2018-12-01,개인 단위,G11-02320,0,0,withhold,R3,,,,{name}의 접근로그를 보여줘,
Q0139,standard,,0,B_BR:E_B_BR,0,,Niranjan Felder 행동신호 기록을 확인해줘,AL,3,/은행/재무지원부문/인사부/인사운영팀,E0044,2018-12-01,개인 단위,G11-02337,0,0,withhold,R3,,,,{name} 행동신호 기록을 확인해줘,
Q0140,standard,,0,B_RHQ:E_B_RHQ,0,,Nectarios Himler 행동신호 기록을 확인해줘,AL,3,/은행/재무지원부문/수신기획부/수신기획팀,E0040,2018-12-01,개인 단위,G11-02334,0,0,withhold,R3,,,,{name} 행동신호 기록을 확인해줘,
Q0141,standard,,0,B_RHQ:E_B_RHQ,0,,Marin Snedden 행동신호 기록을 확인해줘,AL,3,/은행/리스크관리부문,E0007,2018-12-01,개인 단위,G11-02304,0,0,withhold,R3,,,,{name} 행동신호 기록을 확인해줘,
Q0142,standard,,0,F_SAL:E_F_SAL,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,SAR-00001,0,0,withhold,R3,,§2.1c-FL1-실적관장,,전행 연체율 동향을 알려줘,
Q0143,standard,,0,F_SAL:E_F_SAL,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,G06-00081,1,1,release,R3,session_ledger:G06-00081,§2.1c-FL1-실적관장,,전행 연체율 동향을 알려줘,
Q0144,standard,,0,S_DIV:E_S_DIV,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,SAR-00001,0,0,withhold,R3,,§2.1c-FL7-수신기획,,전행 연체율 동향을 알려줘,
Q0145,standard,,0,S_DIV:E_S_DIV,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,G06-00081,1,1,release,R3,session_ledger:G06-00081,§2.1c-FL7-수신기획,,전행 연체율 동향을 알려줘,
Q0146,standard,,0,H_HR:E_H_HR,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,SAR-00001,0,0,withhold,R3,,,,전행 연체율 동향을 알려줘,
Q0147,standard,,0,H_HR:E_H_HR,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,G06-00081,0,0,withhold,R3,,,,전행 연체율 동향을 알려줘,
Q0148,standard,,0,F_PAY:E_F_PAY,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,G06-00081,0,0,withhold,R3,,,,전행 연체율 동향을 알려줘,
Q0149,standard,,0,F_PAY:E_F_PAY,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,SAR-00001,0,0,withhold,R3,,,,전행 연체율 동향을 알려줘,
Q0150,standard,,0,F_CMP:E_F_CMP,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,SAR-00001,1,1,release,R3,escalation:SAR-00001;session_ledger:SAR-00001,§2.1c-FL3-준법(사후감사로그),,전행 연체율 동향을 알려줘,
Q0151,standard,,0,F_CMP:E_F_CMP,0,,전행 연체율 동향을 알려줘,RM,1,/은행,,2018-12-01,전행 집계,G06-00081,1,1,release,R3,session_ledger:G06-00081,§2.1c-FL3-준법(사후감사로그),,전행 연체율 동향을 알려줘,
Q0152,standard,,0,F_SAL:E_F_SAL,0,,Plzen - sever지점의 연체율을 보여줘,RM,2,/은행/west Bohemia지역본부/Plzen - sever지점,,2018-12-01,부서·지점 단위 집계,G06-00221,1,2,release,R3,session_ledger:G06-00221,§2.1c-FL1-실적관장,,{org}의 연체율을 보여줘,
Q0153,standard,,0,F_SAL:E_F_SAL,0,,Melnik지점의 연체율을 보여줘,RM,2,/은행/central Bohemia지역본부/Melnik지점,,2018-12-01,부서·지점 단위 집계,G06-00116,1,2,release,R3,session_ledger:G06-00116,§2.1c-FL1-실적관장,,{org}의 연체율을 보여줘,
Q0154,standard,,0,S_ACC:E_S_ACC,0,,Teplice지점의 연체율을 보여줘,RM,2,/은행/north Bohemia지역본부/Teplice지점,,2018-12-01,부서·지점 단위 집계,G06-00281,1,2,release,R3,session_ledger:G06-00281,§2.1c-FL8-재무회계,,{org}의 연체율을 보여줘,
Q0155,standard,,0,S_ACC:E_S_ACC,0,,Mlada Boleslav지점의 연체율을 보여줘,RM,2,/은행/central Bohemia지역본부/Mlada Boleslav지점,,2018-12-01,부서·지점 단위 집계,G06-00121,1,2,release,R3,session_ledger:G06-00121,§2.1c-FL8-재무회계,,{org}의 연체율을 보여줘,
Q0156,standard,,0,B_BR:E_B_BR,0,,Karlovy Vary지점의 연체율을 보여줘,RM,2,/은행/west Bohemia지역본부/Karlovy Vary지점,,2018-12-01,부서·지점 단위 집계,G06-00201,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 연체율을 보여줘,
Q0157,standard,,0,B_BR:E_B_BR,0,,Liberec지점의 연체율을 보여줘,RM,2,/은행/north Bohemia지역본부/Liberec지점,,2018-12-01,부서·지점 단위 집계,G06-00261,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 연체율을 보여줘,
Q0158,standard,,0,H_HR:E_H_HR,0,,Litomerice지점의 연체율을 보여줘,RM,2,/은행/north Bohemia지역본부/Litomerice지점,,2018-12-01,부서·지점 단위 집계,G06-00266,0,0,withhold,R3,,,,{org}의 연체율을 보여줘,
Q0159,standard,,0,H_HR:E_H_HR,0,,Trutnov지점의 연체율을 보여줘,RM,2,/은행/east Bohemia지역본부/Trutnov지점,,2018-12-01,부서·지점 단위 집계,G06-00336,0,0,withhold,R3,,,,{org}의 연체율을 보여줘,
Q0160,standard,,0,F_PAY:E_F_PAY,0,,Plzen - jih지점의 연체율을 보여줘,RM,2,/은행/west Bohemia지역본부/Plzen - jih지점,,2018-12-01,부서·지점 단위 집계,G06-00216,0,0,withhold,R3,,,,{org}의 연체율을 보여줘,
Q0161,standard,,0,F_PAY:E_F_PAY,0,,Havlickuv Brod지점의 연체율을 보여줘,RM,2,/은행/east Bohemia지역본부/Havlickuv Brod지점,,2018-12-01,부서·지점 단위 집계,G06-00291,0,0,withhold,R3,,,,{org}의 연체율을 보여줘,
Q0162,standard,,0,F_CMP:E_F_CMP,0,,Pribram지점의 연체율을 보여줘,RM,2,/은행/central Bohemia지역본부/Pribram지점,,2018-12-01,부서·지점 단위 집계,G06-00141,1,2,release,R3,session_ledger:G06-00141,§2.1c-FL3-준법(사후감사로그),,{org}의 연체율을 보여줘,
Q0163,standard,,0,F_CMP:E_F_CMP,0,,Cesky Krumlov지점의 연체율을 보여줘,RM,2,/은행/south Bohemia지역본부/Cesky Krumlov지점,,2018-12-01,부서·지점 단위 집계,G06-00156,1,2,release,R3,session_ledger:G06-00156,§2.1c-FL3-준법(사후감사로그),,{org}의 연체율을 보여줘,
Q0164,standard,,0,B_BR:E_B_BR,0,,Chomutov지점의 거래활동 집계를 보여줘,TA,2,/은행/north Bohemia지역본부/Chomutov지점,,2018-12-01,부서·지점 단위 집계,G03-00250,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 거래활동 집계를 보여줘,
Q0165,standard,,0,B_BR:E_B_BR,0,,Melnik지점의 거래활동 집계를 보여줘,TA,2,/은행/central Bohemia지역본부/Melnik지점,,2018-12-01,부서·지점 단위 집계,G03-00115,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 거래활동 집계를 보여줘,
Q0166,standard,,0,C_CC:E_C_CC,0,,Usti nad Labem지점의 거래활동 집계를 보여줘,TA,2,/은행/north Bohemia지역본부/Usti nad Labem지점,,2018-12-01,부서·지점 단위 집계,G03-00285,1,2,release,R3,session_ledger:G03-00285,§2.1c-FL0-고객접점,,{org}의 거래활동 집계를 보여줘,
Q0167,standard,,0,C_CC:E_C_CC,0,,Svitavy지점의 거래활동 집계를 보여줘,TA,2,/은행/east Bohemia지역본부/Svitavy지점,,2018-12-01,부서·지점 단위 집계,G03-00330,1,2,release,R3,session_ledger:G03-00330,§2.1c-FL0-고객접점,,{org}의 거래활동 집계를 보여줘,
Q0168,standard,,0,H_HR:E_H_HR,0,,Praha - zapad지점의 거래활동 집계를 보여줘,TA,2,/은행/central Bohemia지역본부/Praha - zapad지점,,2018-12-01,부서·지점 단위 집계,G03-00135,0,0,withhold,R3,,,,{org}의 거래활동 집계를 보여줘,
Q0169,standard,,0,H_HR:E_H_HR,0,,Usti nad Orlici지점의 거래활동 집계를 보여줘,TA,2,/은행/east Bohemia지역본부/Usti nad Orlici지점,,2018-12-01,부서·지점 단위 집계,G03-00340,0,0,withhold,R3,,,,{org}의 거래활동 집계를 보여줘,
Q0170,standard,,0,F_PAY:E_F_PAY,0,,Decin지점의 거래활동 집계를 보여줘,TA,2,/은행/north Bohemia지역본부/Decin지점,,2018-12-01,부서·지점 단위 집계,G03-00245,0,0,withhold,R3,,,,{org}의 거래활동 집계를 보여줘,
Q0171,standard,,0,F_PAY:E_F_PAY,0,,Hodonin지점의 거래활동 집계를 보여줘,TA,2,/은행/south Moravia지역본부/Hodonin지점,,2018-12-01,부서·지점 단위 집계,G03-00365,0,0,withhold,R3,,,,{org}의 거래활동 집계를 보여줘,
Q0172,standard,,0,F_CMP:E_F_CMP,0,,Liberec지점의 거래활동 집계를 보여줘,TA,2,/은행/north Bohemia지역본부/Liberec지점,,2018-12-01,부서·지점 단위 집계,G03-00260,1,2,release,R3,session_ledger:G03-00260,§2.1c-FL3-준법(사후감사로그),,{org}의 거래활동 집계를 보여줘,
Q0173,standard,,0,F_CMP:E_F_CMP,0,,Cesky Krumlov지점의 거래활동 집계를 보여줘,TA,2,/은행/south Bohemia지역본부/Cesky Krumlov지점,,2018-12-01,부서·지점 단위 집계,G03-00155,1,2,release,R3,session_ledger:G03-00155,§2.1c-FL3-준법(사후감사로그),,{org}의 거래활동 집계를 보여줘,
Q0174,standard,,0,B_BR:E_B_BR,0,,Jihlava지점의 수신잔액 집계를 보여줘,AB,2,/은행/south Moravia지역본부/Jihlava지점,,2018-12-01,부서·지점 단위 집계,G04-00369,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 수신잔액 집계를 보여줘,
Q0175,standard,,0,B_BR:E_B_BR,0,,Pelhrimov지점의 수신잔액 집계를 보여줘,AB,2,/은행/south Bohemia지역본부/Pelhrimov지점,,2018-12-01,부서·지점 단위 집계,G04-00164,0,0,withhold,R3,,§2.1a-계층권위,,{org}의 수신잔액 집계를 보여줘,
Q0176,standard,,0,S_DEP:E_S_DEP,0,,Kladno지점의 수신잔액 집계를 보여줘,AB,2,/은행/central Bohemia지역본부/Kladno지점,,2018-12-01,부서·지점 단위 집계,G04-00099,0,0,withhold,R3,,§2.1c-FL7-수신기획,,{org}의 수신잔액 집계를 보여줘,
Q0177,standard,,0,S_DEP:E_S_DEP,0,,Most지점의 수신잔액 집계를 보여줘,AB,2,/은행/north Bohemia지역본부/Most지점,,2018-12-01,부서·지점 단위 집계,G04-00274,0,0,withhold,R3,,§2.1c-FL7-수신기획,,{org}의 수신잔액 집계를 보여줘,
Q0178,standard,,0,H_HR:E_H_HR,0,,Litomerice지점의 수신잔액 집계를 보여줘,AB,2,/은행/north Bohemia지역본부/Litomerice지점,,2018-12-01,부서·지점 단위 집계,G04-00264,0,0,withhold,R3,,,,{org}의 수신잔액 집계를 보여줘,
Q0179,standard,,0,H_HR:E_H_HR,0,,Karlovy Vary지점의 수신잔액 집계를 보여줘,AB,2,/은행/west Bohemia지역본부/Karlovy Vary지점,,2018-12-01,부서·지점 단위 집계,G04-00199,0,0,withhold,R3,,,,{org}의 수신잔액 집계를 보여줘,
Q0180,standard,,0,F_PAY:E_F_PAY,0,,Pelhrimov지점의 수신잔액 집계를 보여줘,AB,2,/은행/south Bohemia지역본부/Pelhrimov지점,,2018-12-01,부서·지점 단위 집계,G04-00164,0,0,withhold,R3,,,,{org}의 수신잔액 집계를 보여줘,
Q0181,standard,,0,F_PAY:E_F_PAY,0,,Ceske Budejovice지점의 수신잔액 집계를 보여줘,AB,2,/은행/south Bohemia지역본부/Ceske Budejovice지점,,2018-12-01,부서·지점 단위 집계,G04-00149,0,0,withhold,R3,,,,{org}의 수신잔액 집계를 보여줘,
Q0182,standard,,0,F_CMP:E_F_CMP,0,,Klatovy지점의 수신잔액 집계를 보여줘,AB,2,/은행/west Bohemia지역본부/Klatovy지점,,2018-12-01,부서·지점 단위 집계,G04-00204,1,2,release,R3,session_ledger:G04-00204,§2.1c-FL3-준법(사후감사로그),,{org}의 수신잔액 집계를 보여줘,
Q0183,standard,,0,F_CMP:E_F_CMP,0,,Sokolov지점의 수신잔액 집계를 보여줘,AB,2,/은행/west Bohemia지역본부/Sokolov지점,,2018-12-01,부서·지점 단위 집계,G04-00229,1,2,release,R3,session_ledger:G04-00229,§2.1c-FL3-준법(사후감사로그),,{org}의 수신잔액 집계를 보여줘,
